author,comment
@SriNurlaila-g8i,"Sehat"" BPK "" Papua hrs maju"
@ricky_jalanjalan,Coba itu kakak kumendan larang peredaran minuman keras di Papua. Merusak mental generasi muda papua. Punya duid mabuk…
@SaktIya-s3w,Coba pak lenis kogoya calon gubernur boleh❤
@KhalayatKhalayat,Lucu 😂😂😂😂
@Netizenbudiman21,ngk heran sm pejabat papua kbnyakan korup... makanya ada istilah PATIPA (PAPUA TIPU PAPUA) pejabat2 d sn makmur makmur
@KhalayatKhalayat,10 Negara Sudah Masuk Daftar Dekolonisasi Dan Siap Merdeka
@KhalayatKhalayat,😂😂😂😂😂Bapak Mau Putar Sampai Di Manapun Papua Dan Palestina Sudah Siap Merdeka
@ramadika6126,Trimakasih atas jiwa NKRI sodara Papua semoga sukses buat kita sebagai bangsa
@hadirokit6311,"Semoga orang2 baik PAPUA bisa bersatu membangun papua.

Bayak warga luar papua atau yang tinggal disana ingin membangun papua."
@Jamannnnbbb,Padahal gampang menelusuri
@EdowardusWambea,"Orang papua sekarang tidak pikiran  kesejahteraan saat ini hanya merdeka merdeka dan merdeka,, bapa lebih pemikiran yg baik namun kami ingin merdeka"
@rifkyramadhanz,Bapaknya temen ku ini ❤❤❤❤
@noviapurlela1567,"Pasti resiko besar beliau bicara seperti ini semoga belizu d lindungi oleh  Allah aamiin ya robb ❤❤❤ sehzt2 yah pak, om ded mohon bantuan juga beliau di lindungi 😢😢"
@adiprasetyoaji6737,"Kalo di pikir apakah dana yang banyak ini ada kong kalikong dengan oknum"" pemberontak,
Semoga secepatnya teratasi kasian anak"" kecil yang tidak tau apa"" ikut menderita karena ulah sodaranya sendiri.😢"
@melanesianmusic2095,"Om Deddy, karna om adalah smart people jadi harusnya juga cek Kalo Pace itu de bilang de Kepala Suku Papua Suku mana yg de maksud 😅 Suku di Papua Lebih Kurang 300an Contoh 1 Kabupaten saja bisa ada 5-6 Suku di dalam.. jadi mungkin yg de jelaskan ada sisi positif tapi jang asal klaim jadi kepala suku.. de ada garis turunan Kepala suku yg mana"
@crazylolli3851,"Pemerintah papua sengaja membut warga papua tidak mendaptkn pendidikn yg layak, kalo sampe warganya pinter mereka sendiri yg repot, hilang sudah duit milyaran."
@ipank3647,"Fix pemerintah daerahnya yg bermasalah di papua.
Wajib di tertibkan ini secepatnya😡"
@Jackgartpit666,"ini persis bagaimana timor leste merdeaka ,dulu mereka dibangun dimaju kan dll , cuman tersiksa masyarakat kecil nya akhir nya banyak yang membelot ke pemberontak ,mungkin perbedaan nya dulu banyak oknum tentara yang jahat di timorleste ,di papua pejabat nya yang jahat"
@Meooooong00000,"❤ PRABOWO/GIBRAN . ❤ KDM
Semoga di mudahkan segala urusan pemimpim kami yang jujur dan amanah . 
aamin 🤲"
@batubulekteknikchannel8459,Segampang itu sebenarnya mengurus papua jadi yg terbaik. Tapi oknum2 ini yg bikin jadi sulit.
@DodoSaruri-w2x2y,"Mau gonta ganti presiden nya kaya apa asal bawahnya masih rakus makan uang rakyat gk bakal adanya keadailan sosial bagi seluruh rakyat Indonesia!!!!!! 


Selamaaaa republik ini masih takut menghukum MATI para koruptor negri ini tidak akan sejahtera!!!!"
@oyenanimation,"semoga pemerintahan saat ini bisa mensejahterakan saudara2 kita di papua,"
@alwanitabuni2439,Betul di papua itu korupsi banyak😢
@IRNAIRNA-v1h,PAPUA PROPINSI TERKAYA PENGHASIL EMAS TRS KEMANA UANGYA..PEMERINTAH HRS MEMPERHATIKAN ANAK2 DEMI KEMAJUAN PAPUA  ..SLM NKRI DR TKI DIYUNANI.❤❤❤
@YakroWay,6 provinsi bapa de yang kepala suku😅😅
@AgusSalim-m9u,"hukum mati aja para koruptor...
gak kebayang di papua sana sama persis di pulau jawa 50 thun yang lalu...😢😢😢"
@Daffaaqillah-g6g,papua adalah sodara kita❤❤
@NaylaPutriKurnia-tj7um,pemerintahnya papua itu yang harus dibenahi
@matiusbosawer7908,6 Provinsi Buka Kepala SUKU tetapi KEPALA SUKI 😂😂😂😂🤣🤣🤣
@mohalmus124,❤ Papua 🇮🇩
@AlFajri-d6y,Om Dedy tolong sampaikan pada pak presiden Prabowo turun ke lapangan untuk menyaksikan langsung keadaan masyarakat jangan cuma mendengar dari para pembisik saja
@ADiYSBD,gawat... masalah Papua saja harus viral dulu di podcast supaya dapat perhatian pemerintah... parahhhhhhhhhhhhhhhhhh
@putriaulia5840,"Gue bersumpah kalo terjadi sesuatu dgn Papua, gue bener bener murka dgn pm papua"
@putriaulia5840,"Pm papuanya yang korup titik gak pake koma, karna selama aku tuga jadi tenaga medis disana secara suka rela, rata rata semua rakyat sana selalu bicara pm korup"
@fatmifauziah7812,"PAK
KLO MAU MAJU DAERAHNYA
HARUS MELALUI KOMPETISI
MEMILIH GUBERNUR YG MEMILIKI IDIALIS INTEGRITAS  DAN KINERJA YG TRANSPARAN YG DAPAT DI LIHAT OLEH SELURUH MASYARAKAT

JANGAN PILIH KUCING DALAM KARUNG
GEGARA SESAMA PAPUA HARUS MEMILIHNYA HARUS ORG PAPUA
TERNYATA YG DI PILIH PERAMPOK"
@fatchiyaturrochmah9793,Kalo sampai rakyat gk mungkin ky gitu kondisi ekonominya
@MariaYuvani-y5l,"Semoga Tuhan menyertai setiap niat baik, tuk  kemajuan dan keamanan tanah Papua karna NKRI harga mati, mari berdamai kembali dalam nama Tuhan Yesus.amin"
@zhaharkudhink6188,"Coba dana kampung itu jangan langsung di cairkan ke kepala kampung, di cek dlu apa programnya itu dana kampung bru bisa di cairkan dan hrus di awasi itu dana kampung krn bnyak di salah gunakan itu dana kampung"
@alvinkristiawan5698,"Panjang umur sodara"" Papua, semoga kedepan papua bisa lebih maju agar sama sama bisa menuju Indonesia emas"
@buburayamsoerabaija2713,"Apakah dana yg lenyap di oknum, mengalir ke pihak yg sedang dilawan oleh masyarakat n aparat selama ini??...🤔"
@nandasetyawan5014,Saya harap obrolan ini Jagan hanya sekedar obrolan
@fatmifauziah7812,"LURAH, CAMAT, BUPATI, GUBERNUR, DPRD
YG BERTANGGUNG JAWAB ATAS DANA OTSUS YG DI KORUPSI DI GELAPKAN OLEH MEREKA YG MEMIMPIN
APABILA DANA OTSUS TIDAK DI TERIMA MASYARAKAT

NEGARA HARUS HADIR☝️
KPK HARUS TURUN
AUDIT DANA OTSUS
YG TERLIBAT 
BAIK PEJABAT YG DULU DAN YG SKRG MENJABAT 
HARUS DI PIDANAKAN
SALAM DARI SUMUT
🤝NKRI🇮🇩"
@rohmahrochmad9343,"Sudah jangan main"" dengan KKB bila mana ketemu klompok KKB sapu bersih jangan ada yng kelewatan"
@ranggareviella5999,"Sy agak bingung kalo ada org Papua yg bicara masyarakat, apalagi bicara kasihan , pdhal kalau di tanya masyarakat yg mana? Bukankah kasus gubernur Papua pak Lucas sdh membuka mata publik bahwa memang sepertinya masyarakat kelompok tertentu saja yg menikmati kekayaan Papua, koreksi kalau saya keliru. Tapi itu fakta yg ada."
@NendraSuteja-p9i,"Bener kata pak lenis,dana otsus hrs di kawal ketat biar sampe ke warga pedalaman di papua selama ini dana di kurupsi sm aparat2 desa hingga warga gak nerima dana otsus."
@desyfatmasari2553,"Pinter banget beliau ini, 🥹👍best....saya yakin beliau ini hatinya bersih"
@hermawansusanto2088,sebenarnya KPK hadir di papua apa nggc sih ?
@AdeevaNnex,nah seumpama sekarang dikasih kewenangan sendiri semua orang papua apakah tidak semakin besar kkb menguasainya?
@AsrafulIlhammi-k4u,semoga pak presiden lihat ini
@PapuaNetaiken,Kepala suku palsu buatan kolonial Indonesia oleh jokowi dgn prabowo ha ha ha
@Alfram69,"real life kehidupan Dipapua, Kdg Tra Paham Dgn Negri ini, bilg Tong Hidup Dalam Surga KeciL Tapi Faktax Pengangguran Dimana mana, Miris."
@TrimukhtiFam,"papua tipu papua  .. 
tega sekali mereka berarti ya om senang diatas penderitaan masyarakat adat !!
lalu yg tidak tau keadaan sebenarnya melampiaskan dgn ingin merdeka padahal yg buat mereka tidak merdeka ya dari mereka sendiri 😢"
@MuhamadRizki_98,Terlalu banyak podcast rakyat berbicara dngan aspirasi. Tetapi apa Respon nyh dari petinggi petinggi tidak ada yg bersuara untuk klarifikasi hanya tutup kuping bungkam aja
@lindalisdiani1469,"Harus ada pengawasan,betul kata bapa ini,,,"
@septyan777,mau mudahnya sih percayakan 1 atau 2 orang yang dipercaya yang punya akses ke dananya yang distribusikan ya orang itu juga.. jadi kalu ilang atau kurang. ketauan larinya kemana. kalau dioper-oper bagi tugas ...ya bubar
@adityadwiprasetyo7273,KALAU BISA PEJABAT PAPUA TIDAK TERGANTUNG DENGAR PARTAI POLITIK . KEMUNGKINAN SAJA PARTAI POLITIK TERTENTU BERPERAN BESAR DIBELAKANG PEJABAT PAPUA SENDIRI 🥹. KEEP STRONG SAUDARA KITA YG BERADA DIPAPUA SANA KALIAN TIDAK SENDIRIAN 🔥🔥
@BernarDusyamu,"Kenapa baru di sampaikan 
Kasihan negara 
Kasihan pemerintah"
@winahatta4875,"Kasian sekali,Emas melimpah tp Rakyat nya menderita."
@AgusFahrudin-m1p,Papua itu harusnya dah lebih kaya dari jakarta. Berhubung pemerintahanya yg ga adil terhadap rakyatnya ya semua dananya habis di korup.
@TonoSofian-jm5ix,Hayo lho... Kocar kacir ga tuh oknum oknum di sana 😂 pasti  tidur ga tenang 🤣
@SuardiSuardi-g1y,tdk takut mati demi uang ya hahahai lucu.
@Liane-14t,Jadi Yang Brengsek dengan Kekacauan di Papua Bukan Pemerintah Pusat melainkan para Oknum Putra Daerah yang menjadi Kepala Daerah di Papua .
@SuardiSuardi-g1y,"papua melendak dimn hahai, kendaulatan, kendua bangsa dimn?"
@isepsuryanto1235,Sya yakin om dedi bisa bantu langsung sampaikan ini masalah ke bapak prabowo
@HiburanMasa-ts9ri,"MENDAGRI TIDAK SERIUS MEMBANGUN PAPUA, INGAT ITU KAKA LENIS KOGOYA"
@ezraalviano-gn2wt,"singkirkan bnallu2 pirus2 yg ada d dalam pmrintahan,,ngriini takan prnah mrdeka jika masih ada pirus2 tikus2 nakal di dalam pmeintahan ini,,papua kami ikut mmbela saudara2 yg d spelekan"
@diki3039,usut tuntas om ded
@ezraalviano-gn2wt,"nama indonesia sangat tercoreng d mata dunia sangat memalykan,,hajar habis si pmbual oknum2 yg ada d dalam negri,,kami dari jawa dukung saudara papua"
@IsakWalter,"Boven digoel DPRK saja orang partai politik yang suda ikut politik tidak dapat kursi masuk lagi jadi DPRK, ini yang sudah salah tolong di lihat karena ada kepenting polik meyusut masuk."
@RoniIsmawan-zd5yw,Pak lenis Kogoya luar biasa
@ProjectInformation57,Pak prabowo nonton gak ini
@AsepSaepudin-sg1zl,"Anggaran masuk oknumnya orang mana daerah sendiri kan yg bikin masyarakatnya sengsara,jadi negara sudah memasukan anggaran oknumnya siap coba ??"
@ProjectInformation57,"Harus di handle sama orang yg bener"" jujur gimana ini papua tertinggal jauh kesejahteraanya makanya pada berontak & mudah di pengaruhi luar."
@bakulnasichannel271,Emas Papua untuk memperkaya pejabat di ibu kota.
@mokoislik3546,17 tahun sy di Papua... Pace PU bahasa betul adanya..😵‍💫😵‍💫😵‍💫
@爱国者-s9b,"Sebenarnya ini perlu seperti presiden yang turun langsung paling tidak buat menggerakan KPK BPK disana untuk mengawasi pengelolaan Otsus. Kalau masalah kesejahteraan  perlu di cicil.

Pertama banget adalah akses jalan
Jalan di papua dari pesisir hingga pelosok dari pantai hingga pegunungan harus beraspal atau ngak jalannya berbeton. 

Minimal jalan dulu untuk mengurangi biaya logistik yang sangat mahal dan akses kesehatan.

Kedua adalah jaringan listrik dan air yang bisa di bangun berdampingan dengan ruas jalan. Sehingga air bisa masuk ke pelosok di mana daerah yang kurang air bisa mendapat air dan bisa juga buat perkebunan atau pertanian minimal buat warga kampung setempat dengan tanah adat mereka.

Ketiga adalah bangunan sekolah dan puskesmas. Setidak tidaknya PNS disana di ubah peraturannya dengan cara mereka harus datang dan absen disana. Peraturannya seperti absen 4 waktu pada beberapa jam sekali sehingga gak ada alasan atau celah bagi mereka buat gak datang kesana.

Karena dari vidio bobon beberapa PNS yang berprofesi guru ataupun staf puskesmas tidak hadir secara langsung disana dan mereka mendapat upah atau gaji padahal tidak pernah bekerja. 

Jadi polanya di rubah. Dan pegawai daerah setingkat provinsi perlu mengawasi pegawai di kota/ kabupaten tujuannya biar terarah. Soalnya dana dari Provinsi terputus di kota / kabupaten maka sistem yang bermasalah dari sana. Walau gak menutup kemungkinan provinsi juga korup terhadap dana tersebut😢"
@ezraalviano-gn2wt,usut juga oknum2 yg brkaitan sampai ke akar2nya
@asolaakbar328,Anggota dewan dari papua harus tanggung jawab!!
@wawansetiawan2044,Sulit oom Ded....orang Papua kalo belum jadi pejabat bicaranya bagus2..luar biasa..tapi kalo sudah jadi pejabat..uhhhh ampun...lihat saja kasus korupsi para mantan gubernur Papua dan pejabatnya..belum lagi para pejabat yg kecil2 dibawahnya....Papua bukanya kurang orang pintar..banyak anak Papua yg masuk IPDN/Akmil/Akpol..tapi itulah moral???
@luckysowinta3964,yg bikin rusak papua adalah KORUPSI
@kangferi7448,"terus lah bersodara bung lenis. yang maling duit untuk papua jangan kasih ampun,berengsek . saya urang sunda berdoa sekali ingin liat papua maju, opm2 itu duh udahlah selesai lah kalian mending kalian kayak bung lenis teriak lah kalo ada kurang perhatian... ayo om ded angkat terus soal papua saya benar2 ingin papua melihat papua maju"
@KeinzyFadillah,Gak perlu takut ditipu kalo main di 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡
@KeinzyArdiansyah,Emang gak ada obatnya sih ketagihan main 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡
@KeinzySeptian,Emang gak ada duanya sih 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡ini
@GeraldeSpider,Makin banyak rezeki aje kalo ngopi di 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡ lagi pada bagus Semua game nya
@ElySeptiana-z4i,Ubur-ubur ikan lele cair lagi Lee di  💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡
@ElyWati-c7r,Tergacor hanya di  💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡
@ElyPratama-v8e,"SS KOMENTAR INI KAMU BISA KLAIM GARANSI PAST! WD 100% UNTUK ID KAMU DI 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡SALDO FREE HINGGA 2,5JT❤"
@ArmandienGaming,Baru sebulan main 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡ hidup gue berubah 360 derajat!
@SerrtyGames,"Bro, lo udah cobain 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡? Dijamin nagih abis!"
@XizuSpider,Gak perlu pusing mikirin biaya sekolah anak kalo udah join 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡
@RomiGamingg,Baru seminggu main 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡ gue udah bisa bayar asuransi!
@ElyJayanti-x9i,"Bandar Bola Terpercaya 2025 Lengkap Pasaran Liga 1 indonesia 💃 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡ SALDO FREE HINGGA 2,5JT❤"
@KeinzyPratama,Gak perlu skill marketing buat sukses di 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡
@KeinzyHimawan-x2j,Emang gak ada yang se-legit 💃 ⚡ 𝘽𝙀𝙍𝙇𝙄𝘼𝙉 33 ⚡sih
@RivalTunliu-r2h,"Jika papua masih di anak tiri'kan,100%papua akan merdeka..."
@NurYasin-lx9wz,"Tolong bongkar tikus tikus yg korupsi d daerah Papua.
Krn mereka lh penghianat negara."
@ezraalviano-gn2wt,"ya allh oknum politik dan oknum hukum itu memang harus d dor,,krne pnghianatan lbih kjam dari ahlak kanibal,,pokonya usut tuntas brantas habis"
@onadioleonardho3336,"Dari jaman Belanda dulu penyakit negara ini yang masih menjamur yaitu korupsi, dari yang atas sampai yang bawah mata mereka berubah hijau ketika melihat uang, entahlah ini soal DNA atau memang mereka terlahir dari keluarga yang memang sifat nya seperti itu."
@RivalTunliu-r2h,Prabowo turun tangan.pasti banyak koruptor di papua..
@Berchandaa,Uda terlalu kusut permasalahan di Indonesia ini.. terlalu banyak oknum 😢
@luckysowinta3964,selama ini yg disalahkan hanya OPM.KKB..byk yg bermain ..korupsi
@imrankristopsitumorang5098,MENDING PAPUA MERDEKA JA. INDONESIA UDAH BANYAK MASALH. Kalian itu punya sumber daya yg lebih dari CUKUP.  Sudah cukup kaalian menderita. Udah saat nya kalian BEBAS MERDEKA atas hidup kalian.
@avidansisiltime,"Pak tni nya berbicara penuh khidmad sekali 💪 membuka pintu dari kegelapan papua menuju titik cahaya,, semoga berjalan sukses pak rencananya... 🤲amin!!!"
@sugengheri5180,"Lha dulu ada gubernur ditangkap gara2 diduga korupsi, malah masyarakat demo dan main bakar2"
@NoerHasanah-yx5xu,"Bentar lu bilang org pulau jawa ga berguna di sana? trus yg mau mengajari anak² papua dan menjadi tenaga medis di papua sana klo bukan orang pulau jawa siapa ha? Makanya klo ngomong pake akal jangan asal aja ngomong lu, org papua di pulau jawa aja emng ada yang di bunuh atau di siksa di sini?"
@brothertv6977,Mantap om ...keren
@thongsuihan7256,"Bagaimana kalo koruptor sita hartanya dan berikan ke papua 😊

 untuk OM dedy , jadikan dia presiden sosmed se indonesia 😊"
@ardianardiansyah1621,Koruptor koruptor di kumpulin di bom.. Lalu di tata dibimbing dibina bibit baru maka semua akan maju
@dianira2413,"Sebenarnya bukan pemerintah yg tdk peduli tapi bnyk masyarakat Papua yg menjadi pejabat , menipu saudara mereka sendiri ."
@SEDULUR22,"Tau sendiri kan yang bilang pemerintah pusat tidak ada sumbangsih nya ke papua,lihatlah wahai kawan"" papua ku.coba kaliantanyakan kepemerintah daerah kalian kenapa pembangunan dll di papua sampai tidak terlaksanankan kesannya dibiarkan"
@SahaWae-wr5bb,Wow keren banget... Info dr bapak ini.. berarti... para pejabat yg dibawah ini.. harus dibawa dulu ke barak militer... kalau enggak bisa diganti saja masih banyak generasi muda yg lain yg jujur
@icikkliwir6346,Bukankah hal itu sudah sering terjadi😂
@dianharun-jy1sm,Kemana uang itu pak . Pemerintahan yang g TDK benar .
@ezraalviano-gn2wt,"sikat aja oknum bajingan itu,usut tuntas siapapyn mreka si pnghianat pncoreng nama baik bangsa"
@NCLS-bf2dj,Papua itu jadi objek untuk cairnya duit/anggaran yang menguntungkan oknum2 & golongan2 tertentu di negara ini. Jangan pura2 bloon tuk melihat masalah ini
@banirebahan8282,"Pejabat = penjahat, gimana mau maju, dijajah suku sendiri"
@sofiaindah61,nnton papua di chanel bobon nangis sya..ya Allah
@danikingrider3391,"Intinya indonesi gak maju kerna korupsi dan pungli..
Kalo gak ada hukum tegas rerkait korupsi dan pungli, jangan harap indonesia jadi negara makmur dan maju"
@masadepan-g1x3c,Om Dedy g tertarik jadi Next Presiden Om siapa tau bisa jadi jembatan kemajuan kan wawasan om Dedy lumayan Luas dan suka belajar hal baru ❤❤
@NiamGendut123,"Up terus smpai viral,,,,biar papua bisa sehajtera semua"
@nellyananellyana3917,Smoga papua kluar Dari Indonesia amin
@wahyudicp1117,PNS utk pelayanan masyarakat langsung ...juga masih banyak kurangnya ...?????
@Aghuest,"kek nya dana ga sampai di provinsi banyak, tp di papua lebih parah"
@wahyudicp1117,Berapa orang yang punya karakter seperti bang kenis di Papua... Ini jadikan Pioneer utk pelaksanaan di lapangan ....yang utamanya kesejahteraan bagi rakyat secara merata ...????? Pendidikan dan kesehatan .. infrastruktur secara utuh ... ?????
@pwchef5901,"Bapak ini seharusnya yg jadi gubernur di Papua,,,, soalnya sudah tau kondisi masyarakat yg ada di Papua, semoga setelah ini Papua semakin sejahtera masyarakat'nya....amin❤🤲"
@awangbagus4025,"Bang Dedy Corbuzier tolong diundang dong pegawai kejaksaan YG dianiaya saat pulang kerja.
Di up dong kasus nya."
@ZhioHuaa,OKNUM yg memakan uang rakyat Papua itu sudah tidak masuk kategori manusia serakah lagi .. tapi sudah termasuk s*Tan
@agungpratikto3843,sampaikan pak Dedy. kepada pak Prabowo.
@zainudinalvar5526,"Korupsi menjadi masalah seluruh Indonesia,ayo Kita berantas korupsi"
@CobaGratis-bs8kf,"Yaitu, PATIPA, Papua Tipu Papua"
@rifdizarkazi2956,"Ini harus ditindak lanjuti dg serius, jangan habis podcast ini hilang begitu saja, Papua adalah bagian dari Indonesia juga"
@BANGSHORTS_31,Nah gini dong jadi keliatan kerja meskipun ngobrol ngobrol gini. Kan udah dapet pangkat
@RikyAprianto,"Woiiii kemana MENDAGRI???
Dimana mentri AGRARIA????
DIMANA MENTAN ??


Kalian ngapain aja???????"
@masbaban8620,"Moga melalui suaranya om dedy trs suarakan bt bt kesejahteraan sodara kita d papua,"
@agussalimfarid,Percuma bang Ded klo keluhan rakyat papua cm mentok di podcast. Laporin lah indikasi korupsi yg diceritain... jgn cuma jadi obrolan hiburan di warung kopi.
@xtnid2383,"Wowo cuma joget"" oke gas oke gas wkwkkw. Lapangan kerja aja makin susah 😂"
@Yakonde23,"Tong punya negara ni negara indonesia tercinta ni dari pusat sampe ke bawa tu baku tipu di atas baku tipu,korupsi nmr satu jln dgn instri simpanan pergi liburan di luar kota,yg aneh nya ni dong suka bkin undang"" tdk tau ujungnya kmna,dong tdk urus hal"" kecil yg terjadi di negara ini,urus pengangguran susah,sklh geratis tdk,tapi masalah uang dong nomer satu,kam stop sdh😂😂
Cape dgn km baku isi dlm karung"
@MarrihSagita,"Ronghiya aja bukan bangsa kita bukan masarakat Indonesia di kasih rmh,masa masarakat Papua yg bangsa Indonesia tidak ada hak di negara sendiri."
@abdulbasitabdrahman800,"Kalau saya jadi pemerintah, saya pasti merdekakan Papua dan biarin mereka ngurusin negara mereka sendiri kayak Timor Leste. Apa pemerintah tidak merasa berdosa setelah mengaut semua keuntungan hasil bumi Papua dan tidak memberikan mereka kemajuan? Papua dulu pernah merdeka di bawah jajahannya Belanda. Soekarno sok jadi pahlawan mau bebasin Papua dari Belanda, hujung-hujungnya diganti sama Soeharto dan berlaku pemerintahan bersifatkan sebagai pemerintah kuku besi. Perjanjian PEPERA di paksa sama Soeharto. Kata tim Soeharto perjanjian tersebut adalah Act Of Free Choices tapi yang dirasakan warga Papua adalah Act Of No Choice. Mereka di paksa, di ancam, di sogok supaya memilih untuk bersama Indonesia. Di jamannya Gus Dur, Papua di beri hak daerah otoritas seperti yang di dapatkan Aceh. Berakhirnya tangisan berdarah warga Papua tapi sayangnya hanya sebentar aja. Setelah Gus Dur di lengserkan, muncul pemerintah kuku besi baru yaitu Megawati. Baru menjabat sebagai President, orang penting Papua yaitu Theys Eluay di bunuh, daerah otoritas di cabut dan tangisan berdarah warga Papua kembali. Gerakan OPM yaitu Organisasi Papua Merdeka di anggap Kriminal Kelompok Bersenjata ( KKB ) oleh pemerintah. Generasi baru sekarang telah di cuci otak sama pemerintah dan mereka juga menganggap OPM adalah Kriminal Bersenjata. Ini bukan salah TNI tapi 100% salah pemerintah kerna TNI hanya melakukan tugas yang mereka terima. Kalau pak Prabowo bersikap seperti Gus Dur yaitu memberikan hak daerah otoritas  kepada Papua, yakin saya konflik ini akan tamat tetapi apakah warga Papua akan percaya lagi kepada pemerintah setelah khianatan yang di lakukan Megawati dulu?"
@susimarniSusi,Jgn jgn dana onsus di salurkan ke opm
@octorinonainggolan2449,"Next om, sebelum podcast, datang dulu ke lokasinya, jadi xxx 😅😅😅"
@MalikMalik-lc1kj,Ini yg harus pemerintah pusat lebih kontrol  perbaiki dan benahi kedepan
@siskafadila4927,"Terkhusus daerah"" yg terpencil akses dll semoga bisa merasakan kesejahteraan🥺🤲🤲🙏"
@MarrihSagita,"Saya se7,,pemerintah harus bener” memperhatikan Papua,mereka sudah lamah menderita klu di biarkan terus menerus hawatir mereka akan memisahkan diri seperti Timor Leste/lebih parahnya akan di rangkul/di rebut sm negara lain…tolong lah jgn kekayaan alamnya sj yg di ambil sejahterakan rakyat papua."
@lucratyo2285,"mana yg kmrn triak2 minta konten papua, tonton la kok cuma 900k lbh suka gosip drama trnyata"
@repalanugrah9469,Om ini bagianMu menyampaikan langsung ke pak presiden.. tolong Saudara kita om yang di papua😢
@MuhammadYusufAbudzar,"Ini baku tipu org papua & para pemegang kuasa org papua. RI beri anggaran tp pas di bawah gak cair,gila itu terjadi selama ini... Gila bener dah... Masyarakat papua mau merdeka gak salah juga, karena memang mereka hidup susah dan mandiri tanpa bantuan pemerintahan setempat & ketika di suapin negara lain ya mereka akan makan dan nurut... Mereka malah balik serang RI, wajar karena mereka anak negri yg merasa gak dapat perhatian pemerintah.. salah paham ya ini yg terjadi selama ini, baru tau gue sumpah keji banget 😢"
@rayyanfahrezza,Pemerintah pusat sudah mengucurkan dana desa untuk Papua tapi tidak sampai itu perlu diusut sampai tuntas.
@dekapriobangkalan,PAPUA BUTUH KDM
@lelaki698,"Kadang heran sama negara ini, ada sodara se bangsa se tanah air kita, tapi tertinggal jauh 10-15 thn dari ibu kotanya.. padahal tanah beserta alam mereka kaya..😢😢"
@MahadanaNareswara43,Sila ke dua persatuan indonesia dan sila ke lima Keadilan sosial bagi seluruh rakyat Indonesia
@MustofaAhyari,p
@NoviRahma-s5i,wahhh ternyata jadi ladang korupsoiii
@CristianoPudin,semoga saudara2 papua secepatnya SEJAHTERA❤
@Jellekpawitan,BIKIN Kawasan perumahan aja. Jadi semua orang Papua kumpul di satu wilayah. Sisanya lahan diolah pertanian. peternakan. Industri. Kelak papua bisa jadi wilayah paling makmur. Apalagi mampu jual prodak lokal ke jawa
@cyrtibo5109,"Ini ygselalu sya sampaikan ke teman2 sya anak2 Papua. Jangan minta merdeka, jgn selalu salahkan Pempus. Dana Odsus sudah ada dri jaman Pak Soeharto. Bayangkan, berapa banyak triliun itu yg sdah dkasih ke papua. Tapi hasilnya kan 0, jadi banyak oknum nakal di Papua, oknum2 dlam Pemprov dan Pemda Papua sendiri yg nakal, dan itu sdah trjadi puluhan tahun. Masyarakat Papua terus dbiarkan dlam pola hidup malas, krena yg dkasih uang dan mkanan, bukam dkasih pendidikan dan pkerjaan yg layak."
@RiyanZaenuri,Lebih baik hukum itu di perketat untuk para penjabat. Semua berawal dari uang !
@mirantimiranti1084,Up
@zikeinmasil,Somasi mna om
@dodoooot1256,"Andaikan pemerintah kita jujur semua. Indonesia udah maju banget kali ya.
yg setuju kalau ada pemilihan lagi kalau dia korupsi bakar rumah nya tuman"
@AkuKau-q1y,"Faktanya mereka di bodohin oleh orang orang mereka sendiri,"
@syaipulanam3414,"Akankah pemerintah akan tetap tutup mata,pura pura tidur, atau berlagak tuli setelah melihat ini. Entah lah"
@shintyasari423,"Pemerintahan di papua hrs dibenahi dulu semua, gubernurnya, walikota, bupati mesti dr tni pendatang yg jujur yg sdh lama bertugas di sana

Kasihan rakyat papua, berenang di lautan minyak, berdiri di atas emas...tapi makan dan pakaian saja susahnya minta ampuun😢😢"
@TCGM-channel,"Jakarta turun tangan mereka marah karena tdk boleh ikut campur otsus, giliran oknum pemimpinnya korup di bela, giliran dana otsus tidak sampai yg salahkan Jakarta. ayolah.. kita kerjasama untuk Papua entah pusat atau Orang asli Papua saling bergandeng tangan lawan koruptor."
@tinuradelina3449,"kasian dengar nadip rakyat Papua yg di perlakukan tidak adil,semoga pemerintah mendengar dan memperbaiki"
