author,comment
@RevaReva-xz7zz,"BG kapan kambek ff lagi BG, BG miaw udah kambek ff BG gua kangen BG Rijal main ff"
@megabayu8860,"0:40 TUMBEN INI CONTOH NYATANYA KAGA PADA MUNCUL KOMEN NYA. 
BIASANYA MUNCUL TU , ANGKA ANGKA GOIB ,WEDA WEDE
PADA KESINGGUNG APA TOBAT LU PADA.. YA MOGA AJA TOBAT"
@dimaspfk7173,"Mantaabb bang,,, 🎉🎉🎉"
@Jingga_1612,"Ada videonya miss Yuni TKW hongkong muncul disini_
Semoga semakin mengedukasi untuk yang belom berangkat_"
@rahmatdhanidhani1877,"Seputus asa itulah rakyat karena pemerintahan negara sendiri tidak mampu mensejahterakan rakyat, jangankan mensejahterakan menyediakan lapangan kerjapun pemerintah tidak becus. Emang negara xxxxxxx. Tetap semangat dan sehat2 utk para pencari rupiah"
@t0nimaruu,4:42
@qorrykareem6114,Bahaya kalo gitu 😢
@farchanridloillah8491,☕☕☕☕☕
@KomangSuyasa-y8p,Tim gercep sini ngumpul
@FelinsZ_DBRK,2:21 pilihannya itu disuruh kumpulin 5 orang lain kata warga tt (katanya si)
@emhamartosuwito6391,Klaten hadir bang
@naibsuganda3501,"Udah lah kawan.. klu kalian mau merantau keluar negeri gak usah nanggung², langsung ke kutup utara aja sekalian berteman sama penguin..😅"
@hirzinazri9916,lagi masak dapat notif bang rizalmuk auto buru buru masaknya
@rizki-oo4kq,Ayok bg gua tunggu lu kambek gua tunggu tuman
@jerukkeras711,pemerintah ngga bisa ngestop orang yang kerja ke vietnam atau kamboja tah ? kan ketahuan visa-nya.
@アジはハンサムな男だ,"hadir bg rizal ,salam dari rantau jepang 🙏🏻"
@MalaSofyan-mz3qf,"Kamboja itu negara lumayan miskin,lo kok bisa ada yang tertarik kenegara yang dibawah negara sendiri dan berharap gaji diatas 10 juta"
@sanzgoc,pas banget lg hujan + dikamar🔥🔥
@muhraflipratama5686,hadir rizalmuk dari Makassar 😊😊😊
@AvastaAfsena,"PUSLEK PUSLEK PUSLEK....
GassPwoooLLLLLL"
@mickyadam8207,penonton yang ngelike ke 663 hadir bang
@AlvaradoAnareta-z9r,beta tiap hari depo di *GUNUNGWIN* kecanduan cukimangar ...
@AnaAnareta-o2g,"Baru bergabung dengan *GUNUNGWIN* sebulan, udah bisa beli tanah!"
@REZACREATORLIVE,"SUKSES ALLAH SWT AMIN YOUTUBE
RIZALMUK"
@draguraaligura3182,"masih krisis loker normal di indo, dikiranya umur 25 ke atas gk bisa kerja masalahnya"
@dewiianggraeni1789,10:13 asyuuuu bang gue lgi maskeran😭😭
@candraaza8733,"Klo gtu,, gw pasrah aja hidup miskin di sini😅"
@Teriyakiboy4178,"thanks,pernah gw hampir ketipu tp wkt itu otak gw masih kosong"
@nyteryan,internet cmn buat tiktoksn y gmn😂
@wombocombo9994,KOMENT NOMER 34 COY ANJAY 🫡
@vanillane_channel,Hei everyone
@taqqihamzatt3233,Waduh waduh
@bolangdesa23,"1:03 
#stopkomenjudol"
@newcreator_13,"bener bang, gw ada temen kemaren pas pandemi jadi operator judol, base nya di jakarta. mereka di target berapa ratus juta dan untung nya waktu itu mereka kalo gak sampe target di keluarin dari kerjaan nya. gak kaya sekarang taruhannya nyawa"
@alingfu301,"Sini ke Taiwan
ABK 15 juta 
Pabrik 18juta 
Kontruksi 15juta 
Perbulan gaji nya .....resmi dan terbukti ..."
@rizalmuk,Buka mata. Jaga dan lindungi diri sendiri dan orang terdekat kalian bre
@muhammadbusyrollysshobirie3618,Hmmm iq rendah memang susah
@Rizalbro1,Yok gas laporkan chat JUDOLLLLLL !!!!!!
@muhammadfarkhanyazid8723,makin kesini makin kesana
@Tra086,"0:16 hadir bang, sebelum ratusan komen nya😅"
@ArifGorim,"Alhamdulilah baik bang, nonton bang rizal sambil makan popmie😁"
@IlmiMustofa-t6o,Mantap 🎉🎉🎉
@BoncelBisa,anjir belum sejam😂
@anakepakn03,526× ditonton 0:44
@irpanagustina4366,Akhirnya muncul juga
@masmulhafiz,Keberapa yeaaa 😂
@zaynaaralyn8486,"2:37 yg mereka dapet ""govlog"""
@Miguelnadeak-b5j,Bg sehat? Balas gak😕
@AfrizalSafi-i4e,😂
@Abnk118,"Berikan Saya Pekerjaan Bang, Apapun Pekerjaannya Yang Penting Kerja Sama Bang Rizal 🙏🏻🙏🏻🙏🏻"
@MasBay081,Purbalingga absen 🔥
@henharianto,😂😂bodoh bgt mereka
@RESTUANTORESTU,Halo bang Rizalmuk
@Zico6029,Udah gila ni negara
@rickyandani2582,Kamboja pantek
@faridkurniawan9142,hadir bang
@cuandika9554,Bang Mabar ep ep
@latifgaming4336,love komen gua bng
@AliGhofur-b6x,Pertamax
@AnggerWahyuP,pertamaaaaaa
@Alfatih-231,Pertama bg
@zaynaaralyn8486,Wehh
@marbenrio1689,first
@cocolate_ch,Pertama
@rifkiiiikiki,stopp judol
@Keyz919,Bang
@gizapaw5497,pertama banggg rijalll
@AchmadRafliyano-o7x,PERTAMA BANG KOMEN
@IndraIn-x3v,assalamualaikum
@RojerJoris,Pertama bang sapa dong
@herlanadi7917,No1
@selametilhammaulana244,pertama bang
@KingDaiso,pertama mass😂
@ishaqrasyid1538,pertama
@KRTVjon,NEXT KITA NGONTEN APALAGI JON⁉️
@mencobavlog1274,"rumah GD jatiwaringin pas nya yg mana yak? teman"""
@clik163,takok an roy
@guvronggp7349,"Dari setiap pertanyaan pertanyaan yg di keluarin , bisa kita lihat org yg ngerti otomotif sama yg gak ngerti otomotif . Candaannya jg keliatan bgt . Konten kreator fomo kah ?"
@yumnaa122,27:12 🔥🔥
@Aspae01,Cek sound gtr r34 nya
@jambulmuschannel,Yoi 31:16
@smallexotic,woi anjir uwang gue mana anjir
@RehanDwicuy,Puma spedcat itu jonn?
@shofashowtv5247,"Farrel juga punya Mama pembalap, darah pembalap bukan didapat hanya dari ayahnya"
@RivaldoWijayaa,"Gua kasih saran aja mas, jangan vanyak petakilan sama ngomong yg ga perlu jujur ga ada lucunya lebih kek cringe"
@MuhammadAlawy-w9x,Gw anak drift sama anak disel bg😅 1:17
@agusae1732,DEANKT
@kalepukjay1313,mbtb
@Agaymv,Iklan nye gak tepat waktu njir
@Dinoco004,"Episode paling cringe,lawakan lu ga masuk jon"
@AnishVarma-ws3kh,kok bisa telat tau 𝗣𝗦𝗧𝗢𝗧𝗢99 !! now aku mau yang lain juga tau 𝓟𝓢𝓣𝓞𝓣𝓞𝟗𝟗 di google ada 🤫
@YogeshGajare1234,✌𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗✌ gampang banget nyari di google🥹
@fhanoshaeronyhimawan7421,semangat kak buat konten nya
@Mas.mas_pario,22:32 gw Masi pake beat karbu😂
@retur.project,Kebiasaan tangannya celatakan ngetok2 beli gakkk. Norakkk ia 😢
@TaniaOla-o3s,keren garasi barunya
@ViperErzet,"Jangan asal ngetok""mobil orang lah bang, gak semua orang terima mobilnya diketok, apalagi pake ujung kuku yang kadang tajem, udah kena sindir juga kan tuh, lebih baik izin dulu, atau setidaknya jangan pake ujung kuku lah😢"
@adjinugroho23,Modifnya makin DEWASA.. good progress..
@sheikhkhalifah3165,36:28 ziko ngomog apa tuh ya
@LuhurDwiCahyo,"Suka sekali dengan orang ini, humble"
@kavonmccray,Senang bangat bang smnjak main di ⭐K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲⭐ rekening awak ga pernah kosong
@scottdeana,"Siang"" gini emng lebih demen singgah di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆lebih bermanfaat"
@erwin.ikhwan,Bang gua cuma saran aja. Klau mau cari joke gitu jgn garing bang. hehehe.😁 natural aja klau ngejoke bang. sukses terus
@pikpeter2400,27:10 ini yg di bahas di chamel akbar rais sama om rifat sungkar😅
@nanisuryani1735,Lampu sen gw mati 2tahun blom ganti 😭
@troopher9928,Jangan sombong sombong lah jon
@jovancasey,"Cuman di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆dapat menambah uang jajan ku sehari"""
@adul_rosid,Ketok” pake kuku🗿😭😭😭
@tyquanfleckisabela,"Gk mau pindah ke mana-mana lagi di kasih terus di🔥𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎💥,🫵"
@freelanddamian,"Mnimal sldo 🔥𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎💥,bnyklaa"
@mikailanavarretekai,"Modalle sitik tapi dikai wedee akeh opo nggak makin betah maen nang  🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,⚡"
@fjrrean,"akhire banyak yg kritik , gue mau kritik kemarin gk enak...
saran nih ms kalau lgi ngecek mobil/motor test suara boleh geber 1x/2x jangan terus""san gaenak sma tetangga yg gue lihat kemarin"" di chanel bng roy"
@moniquepurdyleticia,"Masih bersama  🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,open Brrbaggi35rb"
@chisholmcoley,"Ga sia"" ikuti Ertpnya di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆akurat betul sampe caerr banyak mayan"
@selenademersbree,Hanya di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆yang bisa membantu modal usaha ku dari pada saudra
@albhie4963,serius motor lu kemana bang roy?
@raffiaryanna3492,"salah jon, E di ER34 itu kode buat mesin RB25, karena ga semua ER34 itu 4 pintuz ada juga yang 2 pintu kaya R34 25GT-Turbo, jadi apapun tipenya namanya tetep R34, yang ngebedain kode mesinnya kaya BNR34, ENR34, ER34, sama HR34."
@athomax,KETOK TERUUUUUSSSSSS !!!
@duttonkamron,"Mana paten modal resehan ga wedee , makanya cobain di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆"
@restudiniharii,tukang getok mobil orang
@BibiAlTajirun,Suruh ganteng in muka aje jon orangnye
@susannahtrentkenneth,Cuman di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆yang bisa berubah hidup ku untuk membuka olshop sendiri
@guns187,Polontong 😮
@adanbreweremmanuelpino-o5y,【﻿𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓】 menawarkan pendekatan kolaboratif dan berbasis komunitas.
@kelvinsanjaya3171,Kena kuku lecet
@iyanafriendnikhilgillette,"Klu untuk 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆gua ckup all in udah pasti di kasih yg gede"""
@bowlescainwhitman,"Gas terusss lagi ngasi bos  🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,🌤"
@gpxecon7293,👍🏻
@CbullRamrez,💎 Jackpot besar menanti kamu di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 💰
@CbrinkGomes-d8k,📊 Semua bisa menang! Yuk main di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 🔥💥
@rizkyramadhani9151,Memalukan
@CbowmanKashyap-y8j,"💎 Dari receh jadi sultan, main di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧 emang worth it! 🎰💥"
@Capitalwaghe-f9u,"🔥 Main santai, cuan datang sendiri di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 💎⚡"
@Cannigancedeo,"🎰 Jackpot besar sudah menanti di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧, gaspol! 💰🔥"
@ArmstrongSamuel,"💰 Semua jadi cuan di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧, yuk coba sekarang! 🤑"
@ArdindaGbarry-w8c,🎰 Sensasi menang terus tanpa henti di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 🤑
@Aroachhariadi-f9i,"📊 Cuan lancar tiap hari, cuma di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 💎"
@ArazaliMangala-s3z,"Main di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧 auto good vibes, rezeki emang udah ada yang ngatur!"
@ArawatAnsari-e5k,"🎯 Masuk, spin, menang! Simple di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 🚀"
@AquintoAmonkar-j5c,"🔥 Siapa cepat dia dapat, cuan besar hanya di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 💰"
@AprestonRoadifer-k9m,🎰 Setiap hari ada kejutan di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 💎💥
@guadalupejacobburnette,"Yg mau money 🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,melapat hehehe"
@magalithomasmykala,Dari pada ribut kek netijen bagsan cobain dlu di ⭐K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲⭐ baru komplain
@brysonenriquezkyaracain,Receh-receh di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆itu sekarang jadi bekal buat liburan cuy
@richardsbrunner,"Buat yg para jombs mau di kaseh syang singgah di 🔥𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎💥,pasti di sygi"
@meadjakaylasantana,"Ga kenal rungk4d bah main di  🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,🥇"
@fleckangelo,"Gokil nih pegeh nya  🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,sabi ngasih isi gede"
@kanaandriansyah9177,"Minimal izin dulu, di rawat malah di ketokketok seenaknya"
@apadana3268,So ngerti mobil
@muhammadseptiandi911,👍
@jantorojevon,Klu bsen singgah aja di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆jamin pasti betah kali cuy
@defvintaqiy2101,30:29 METHOD RACE WHEELS produksi pt wong tuluss😂
@agusnursoleh9948,"Tanganya kaya tukang gamelan ketak ketok bae, udh tau karbon pasti kuat lah"
@stiillyou_,GD ON TOP
@rezafajrii,agak ngilu ya ngeliat di ketok ketok pakai kuku itu body mobil
@rezalevi2741,06:30 akhirnya mas Bimo comeback 🔥🔥🔥🔥
@hattaro_minami,situkang rem.. nggak usah masuk lagi....
@hoffjaron-g2u,"Spin dikit, cuan banyak 💸 Yuk join 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓!"
@godfreydaly-e7v,"Gak perlu kerja lembur, cukup spin di ✌ 𝐏𝐑0𝐁𝐄𐊗⭐𝟴𝟱𝟱 ✌ tiap malam! 🤑🌙"
@ariasemileesales-t8t,"Cuan nungguin di depan mata! Spin sekarang 【﻿𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓】,"
@imanishoremohammedelam-y2h,Lagi bagi-bagi jackpot nih! Buruan gas 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 ! 🚀
@simaratamotung1953,"JOn, kalo grebek orang jgn di jatoh2in tipis2 jon. Biar makin oke kontennya. 
Gas jon"
@alfonsodominiquedube,Mau snang atau gmna pun ga tahu di manjain terus sama ⭐K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲⭐1 ni
@Accox_badminton_channel,Gila sultan mainan nya motor mainan😂😂😂😂
@daniswarapasha7414,"15:35 sok asik bgt lu getok"" mobil orang, mending kalo mobil biasa, lah ini ada perjuangan/history nya bro. Setidaknya respect lah sama karya orang walaupun temen sendiri lu ga berhak demikian."
@renges1726,Ketua rt ziko
@frianhadzaminfadli5826,Gua umur 14 baru belajar coli bang
@iinisnaini6129,Menyala jon
@eggysofyan2851,Sering2 konten sama gd bang roy
@eggysofyan2851,Asli seneng gw nonton nya kalo Roy sama ziko akrab bgt mesti
@DidikS-e1o,Jon gmn mslh motor lho kok gak ada kbrnya lagi...gw pnsarn SM hslnya
@kotaknasi1484,Timoty banng rek 18:05
@uliya6647,"Konten yang di tungu akhir nya reivew garasi drift  ,"
@waferjjj875,Planga plongo gak tau otomotif sedikit pun
@mohammadazaan1756,Peluang menang besar hanya di 🅿️🆄🅻🅰️🆄777!
@comfortproduction,Nah
@RohanKumar-zx1zl,kemaren saya cobain bawa umpang 30K di 【H】【o】【k】【i】【7】【7】【7】 dapet besar !!
@foziyashaikh7134,stock di lapak 【H】【o】【k】【i】【7】【7】【7】 juga buwanyak sekali bangg
@sudheervijju8233,Paling joss emng boskuu 【H】【o】【k】【i】【7】【7】【7】 cobainn
@Swaritsingh1710,sombong bangett untung mancingnya di 【H】【o】【k】【i】【7】【7】【7】
@KandSkiteflying,Memang terbaik ini 【H】【o】【k】【i】【7】【7】【7】 gak bohong gue mantab bang
@chitajena7435,umpang 20K bisa dapet besar kalau di 【H】【o】【k】【i】【7】【7】【7】 bosku
@Waluhhinya,Konci
@parboti4505,mancing mnatab hanya di 【H】【o】【k】【i】【7】【7】【7】 bosku
@Aigaming-y1h,Gak nyangka banget 【H】【o】【k】【i】【7】【7】【7】 bisa dapet gede banget
@juliendanasams-w7t,"Nggak ribet, tinggal spin, tunggu jackpot di 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓!"
@annamariestormyweems-z6t,Lu bakal ngerti nikmatnya sc*tt*r setelah kenal 💎💎 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓  💎💎!
@paulineknappbretoverton-m5w,🔥 Lagi rame nih! Banyak yang jackpot ⭐【﻿𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓】⭐!
@nevincoombspaxtonpost-l8v,"Gak perlu kerja lembur, cukup spin di ✌ 𝐏𝐑0𝐁𝐄𐊗⭐𝟴𝟱𝟱 ✌ tiap malam! 🤑🌙"
@fletcherbroderickcinthiaha-s4w,Lagi bagi-bagi jackpot nih! Buruan gas 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 ! 🚀
@hillsviolet,"Memang ga pernah kecewain 🔍𝐊-𝗨-𝗦-𝗨-𝗠-𝗔-𝗧-𝟎-𝗧-𝟎⚡,,nyoba nyoba pakek akun lama"
@Andhi-g7v,Bang ke bengkel RFT lagi bang
@prawiroatmodjo7058,Ketok terus karbonnya😂
@reginaldwills,"Sawahnya digital, hasilnya nyata – itulah 🔥𝐊-𝗨-𝗦-𝗨-𝗠-𝗔-𝗧-𝟎-𝗧-𝟎💥,💋"
@sandiarya4632,undang garasi roboh ga sih? buat di bawa podcast.
@alvintroubell2253,Kangen silvia ngedrif😢
@RK88_Channel,"Pak ., mereka masih murni ... haha"
@dodyvespa,disel kayak gen zet xixixixix
@AutoKalcer,Jon buat mobil drift dong
@amianeillmireyaweber-b9p,"Spin dikit, cuan banyak 💸 Yuk join 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓!"
@karsondoughertyskyestokes-d6m,"Gak perlu kerja lembur, cukup spin di ✌ 𝐏𝐑0𝐁𝐄𐊗⭐𝟴𝟱𝟱 ✌ tiap malam! 🤑🌙"
@delilahstaceysinger-v8p,Gue sih udah ga heran lagi kalo P.R.O.B.E.T.8.5.5 jadi trending terus di TikTok
@josuetyreseberman-l1n,Perlu saya akui 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓  adalah salah satu situs terbaik diacara profit untuk sekarang
@gagelingjacques-j1n,💸 Lagi ada event cuan dadakan 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 ! 🚀
@celineleonardo-z3o,"Gak perlu kerja lembur, cukup spin di ✌ 𝐏𝐑0𝐁𝐄𐊗⭐𝟴𝟱𝟱 ✌ tiap malam! 🤑🌙"
@goyangjakarta,Btw diesel caper dah go internasional 😂😂 gegara ngatain dodge charger orang luar
@vicentemarcellus-c7z,yang pro aja bang di Weton88 👍
@julisasturgeonzainab-w7k,yang pro aja bang di Weton88 👍
@trinitidoucettecoryhollowa-w3k,"Begitu mantap! Bermain di Weton88, rezeki pun mengalir dengan deras!"
@hinklebain-q5b,0:01 YOo coba di Weton88 modal 5k aja bisa jepee ⭐
@haleyjusticesummers-n8o,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !
@webcoinku,umur 14 masih mancing wader di kali
@mrj9964,Yah ledes dah cat orang 😂😂
@waughlamontcorcoran-s2i,"Makin banyak yang join, makin besar hadiah bonusnya di 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓!"
@errizkillah310,"nih orang dari dulu emang sok asik ke siapapun itu ,tengil sok asik"
@fadiell14,"jon, mobil lu kalau di ketok ketok orang lain tanpa izin, lu marah gak jon??"
@donnasantiago2892,"Cuma modal kuota doang, cuannya segede gaban. Makasih 𝐓𝐄𝐗𝐀𝐒𝟕𝟕 📱💸"
@mangjuhay619,"MAKIN MAKIN SOK ASIK... GA SEMUA ORANG MAU LOE KETOK2... SINI MOBIL LOE GETOK2... WALAUPUN GA BEGITU NAMPAK, KLO DI LIAT MIKRO PASTI NAMPAK ITU BERBEKAS.."
@fahmifauzi4412,Roy kurangi celetukan nyeleneh becanda ny kesannya kayak meremehkan orang udah bcara serius eh ini nyeleneh.
@mrmedoos,🤣🤣🤣
@seandyanaprasetya3449,"orang pake diesel kan karna bensin mahal , klo zico mah orkay yg punya bsi bensin mah enteng lah buat dia , jaman dulu diesel kurang peminat karna bensin masih terjangkau premium sama solar cuma beda serebu"
@3AFARM-d8g7d,Menyala papa gula
@sargentcharlotte,"Hasil dari  🔍𝐊-𝗨-𝗦-𝗨-𝗠-𝗔-𝗧-𝟎-𝗧-𝟎⚡,emang selalu tepat x"
@TaribunsTV,Keren Garasi Barunya grasi Drif
@vetrfs195,"Ziko mulai mencoba ngelawak² tipis 😂, ""yang gak carbon cuman kaca sama velg"" 😂😂😂😂"
@rjsgaming2060,Udah mantap kali  ⚡ 𝐓𝐇𝐎𝐑𝟑𝟏𝟏 ⚡ bro
@driscollcameronburdette,"modal tap tap doang 🔥𝐊-𝗨-𝗦-𝗨-𝗠-𝗔-𝗧-𝟎-𝗧-𝟎💥,ah bsa caerr"
@madeketut2346,mereka orang orang yang memanfaatkan privilege dengan baik
@AlurFilm-f9n,Sekarang kok video youtube gak ada iklannya ya? Ada yg sama kah?
@kurtrandall-v4v,"Untung bangett gw main di  🔍𝐊-𝗨-𝗦-𝗨-𝗠-𝗔-𝗧-𝟎-𝗧-𝟎⚡,ni broo"
@zaraina,Pak dosen menyala😂
@apaan.dongbang,"Ziko ngeselin banget diajak becandanya anjir wkwk, paling parah kata-kata hari ini sih hahahaha"
@fikritridjatmiko8294,NEXT KE GEDUNG BARU STF ONIC ESPORT BANG ROY
@mujahidulistiqlal6268,garing sekali ngelucunya jon
@ExoticCarsSpotterSidoarjo,Tonton reels hotwheels_sidoarjo karena ada hotwheels cukup spesial garasi drift (gtr r34)
@fadiliryan4831,Bang liat reaksi bang ler liat motornya yang udah di modif
@ArifMhmd-f1z,Mobil garasi drift mentok 400hp
@ariefinbeda8047,Konten yg ditunggu
@vaughnmccauley-m5z,Lagi bagi-bagi jackpot nih! Buruan gas 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 ! 🚀
@cabrerahoward-o6p,"Gak perlu kerja lembur, cukup spin di ✌ 𝐏𝐑0𝐁𝐄𐊗⭐𝟴𝟱𝟱 ✌ tiap malam! 🤑🌙"
@biggsaaron-f8y,Gue sih udah ga heran lagi kalo P.R.O.B.E.T.8.5.5 jadi trending terus di TikTok
@somersguadalupestanley-o1v,"Modal pas-pasan, hasil memuaskan. Emang 【﻿𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓】 paling ngerti kita! 🔥💖"
@mercedeschoatekyradehart-w5q,🔥 Lagi rame nih! Banyak yang jackpot ⭐【﻿𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓】⭐!
@cristobalross-o8d,"Cuan nungguin di depan mata! Spin sekarang 【﻿𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓】,"
@Teman_Matik,suara karbon gurih bener sih 😁
@rorenianabila8954,Jon mana katanya mau grebek Rumah Pak RK
@phoenixjillianmaher,"Rekomend grub paling bagus 🔥𝐊-𝗨-𝗦-𝗨-𝗠-𝗔-𝗧-𝟎-𝗧-𝟎💥,😎"
@smagasmasasmagasmasa789,selama nonton gigi gw kering jirr wkwkw keliatan asik bgt bang roy dan ziko clop banget😂🎉🎉🎉🎉❤
@satriohertanto6866,"Sindiran yg kelas,agak lecet skarang gara-gara kuku lu.."
@ryleecrossantwan,"Asli masih gemetaran tangan gw kena 🔥𝐊-𝗨-𝗦-𝗨-𝗠-𝗔-𝗧-𝟎-𝗧-𝟎💥,jcpotnya"
@elramadan1801,"Kaku banget si Zico, setiap di ajak bercanda kaku banget, so bet cool😂"
@GARASIalgo,kelas lah body kit ..GP sports
@jox1744,27:19 Kelazzzz😂😂😂😂😂
@perriyk9537,Kapan gledah rumah nya pak jokowi
@vaughncowart-l1t,0:01 YOo coba di 𝙎𝙂𝙄88 modal 5k aja bisa jepee ⭐
@catherinedobsonclements-z9h,gw udah coba guys di 𝙎𝙂𝙄88 cair mulu 👍
@jaymesinger-s4y,Mantap durasinya panjang 👍👍👍👍👍 cari 𝙎𝙂𝙄88 di google
@roccolockett-t6g,"TS yah tetangga w ada yang jp 10jt di byar ,semenjak itu w main di 🚩𝙎𝙂𝙄88🚩 lumayan kalau mau cari 50 - 100 an mah gampang"
@palermojuancarlin-u4k,gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩𝙎𝙂𝙄88🚩
@frii-_19,akhirnya mas bimo turun jga GDRT jdi 4 drifter cuy
@mirzaadi-q5r,Bang gue mau ikut drift make disel om606 boleh gak
@abdulkelisling-o8j,gw udah coba guys di Weton88 cair mulu 👍
@shlomopostonelana-v7g,gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩Weton88🚩
@eastonzaratecallaway-b2b,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !
@kovachketchum-t3m,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !
@kskbiak3921,Menit 12:07 Mau main angkat aja lu jon. wkwkwkwkwk...
@joanapeterboothe-w9u,0:01 YOo coba di Weton88 modal 5k aja bisa jepee ⭐
@battleneuman-f1s,"Suka banget bang sama konten abang , jangan lupa ences di Weton88 gampang pecah"
@jasperburkhartfraley-m3q,"Min video lu baguss , tetap pilih WETON88 😢"
@tsaicone-y4y,"Suka banget bang sama konten abang , jangan lupa ences di Weton88 gampang pecah"
@Iamidzhar666,Eko ouro belum terlaksana udah ke gd aja
@JERDiEgomezPAPVTVNGAN,https://youtu.be/KrLiSUNXeHc?si=JYea2gNIy7a_9cQR
@jaquelinedalyreinaoverton-u5r,"Min video lu baguss , tetap pilih WETON88 😢"
@blakekendell-e2w,Cair terus ini kakak mantap banget cuan di Weton88
@solomonpeacebohn-h5n,2:25  langsung di Weton88 bang 😹😹
@carrascojulianhobbs-v3m,Gak pernah kecewa nonton video kamu! Selalu bermanfaat dan seru! dp 5k di Weton88
@notnamedhattonsherry-k3s,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !
@shiannewoodwardglen-f2e,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !
@adriancadywebster,"Boleh lah untung pendatang baru di  🔍𝐊-𝗨-𝗦-𝗨-𝗠-𝗔-𝗧-𝟎-𝗧-𝟎⚡,🔥"
@beardenskylarlawler-g4r,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !
@chimoy_madenda_official8313,𝐢𝐭𝐮 𝐦𝐨𝐛𝐢𝐥 𝐛𝐢𝐦𝐨 𝐦𝐚𝐤𝐞 𝐯𝐞𝐫𝐭𝐞𝐤?
